Gene_id,Genename,log2FoldChange(KANvsH2O),significant(KANvsH2O),KAN_avg_fpkm,H2O_avg_fpkm,biological_process,biological_process_description,cellular_component,cellular_component_description,molecular_function,molecular_function_description,KEGG AnnotInfo,KEGG url,Description,FPKM_Difference,Rank_FPKM,Rank_Log2FC,Effect_Size
b3637,rpmB,-0.92407,DOWN,1058.9811298998413,1330.12963828733,--,--,--,--,GO:0003735//GO:0003674//GO:0005198,structural constituent of ribosome//molecular_function//structural molecule activity,K02902 large subunit ribosomal protein L28 | (RefSeq) rpmB; 50S ribosomal subunit protein L28,http://www.genome.jp/dbget-bin/www_bget?eco:b3637,50S ribosomal subunit protein L28,-271.1485083874886,134.0,1233.0,1367.0
b2032,wbbK,-2.7443,DOWN,21.993513192861798,97.21185700430233,--,--,--,--,--,--,no KO assigned | (RefSeq) wbbK; lipopolysaccharide biosynthesis protein,http://www.genome.jp/dbget-bin/www_bget?eco:b2032,lipopolysaccharide biosynthesis protein,-75.21834381144053,1043.0,324.0,1367.0
b3237,argR,-1.4744,DOWN,152.12727949931968,279.6969738942907,GO:0019752//GO:0006139//GO:0097659//GO:0019222//GO:0006351//GO:0006807//GO:1901576//GO:0008150//GO:0050794//GO:0051171//GO:2000112//GO:0018130//GO:0043933//GO:1901564//GO:1903506//GO:0016070//GO:0060255//GO:0010467//GO:0044699//GO:0044260//GO:0032774//GO:0022607//GO:0006520//GO:0044237//GO:0006461//GO:0046483//GO:0010556//GO:0050789//GO:0031326//GO:1901605//GO:0016043//GO:0006725//GO:0051259//GO:0006355//GO:0071822//GO:0065003//GO:0043436//GO:0006082//GO:0043170//GO:0008152//GO:0044710//GO:0044281//GO:0044271//GO:0051252//GO:0090304//GO:0009064//GO:0034654//GO:2001141//GO:0034645//GO:0044763//GO:0010468//GO:0009987//GO:0071840//GO:0019219//GO:0009059//GO:1901360//GO:1901362//GO:0065007//GO:0071704//GO:0044238//GO:0044085//GO:0031323//GO:0009058//GO:0080090//GO:0070271//GO:0034641//GO:0019438//GO:0009889//GO:0044249//GO:0006525,"carboxylic acid metabolic process//nucleobase-containing compound metabolic process//nucleic acid-templated transcription//regulation of metabolic process//transcription, DNA-templated//nitrogen compound metabolic process//organic substance biosynthetic process//biological_process//regulation of cellular process//regulation of nitrogen compound metabolic process//regulation of cellular macromolecule biosynthetic process//heterocycle biosynthetic process//macromolecular complex subunit organization//organonitrogen compound metabolic process//regulation of nucleic acid-templated transcription//RNA metabolic process//regulation of macromolecule metabolic process//gene expression//single-organism process//cellular macromolecule metabolic process//RNA biosynthetic process//cellular component assembly//cellular amino acid metabolic process//cellular metabolic process//protein complex assembly//heterocycle metabolic process//regulation of macromolecule biosynthetic process//regulation of biological process//regulation of cellular biosynthetic process//alpha-amino acid metabolic process//cellular component organization//cellular aromatic compound metabolic process//protein oligomerization//regulation of transcription, DNA-templated//protein complex subunit organization//macromolecular complex assembly//oxoacid metabolic process//organic acid metabolic process//macromolecule metabolic process//metabolic process//single-organism metabolic process//small molecule metabolic process//cellular nitrogen compound biosynthetic process//regulation of RNA metabolic process//nucleic acid metabolic process//glutamine family amino acid metabolic process//nucleobase-containing compound biosynthetic process//regulation of RNA biosynthetic process//cellular macromolecule biosynthetic process//single-organism cellular process//regulation of gene expression//cellular process//cellular component organization or biogenesis//regulation of nucleobase-containing compound metabolic process//macromolecule biosynthetic process//organic cyclic compound metabolic process//organic cyclic compound biosynthetic process//biological regulation//organic substance metabolic process//primary metabolic process//cellular component biogenesis//regulation of cellular metabolic process//biosynthetic process//regulation of primary metabolic process//protein complex biogenesis//cellular nitrogen compound metabolic process//aromatic compound biosynthetic process//regulation of biosynthetic process//cellular biosynthetic process//arginine metabolic process",GO:0005575//GO:0019012//GO:0019028//GO:0019013//GO:0044423,cellular_component//virion//viral capsid//viral nucleocapsid//virion part,GO:0043168//GO:0031406//GO:0003700//GO:0001071//GO:0043169//GO:0005488//GO:0043167//GO:0016597//GO:0003674//GO:0036094//GO:0043177//GO:0034618,"anion binding//carboxylic acid binding//transcription factor activity, sequence-specific DNA binding//nucleic acid binding transcription factor activity//cation binding//binding//ion binding//amino acid binding//molecular_function//small molecule binding//organic acid binding//arginine binding",K03402 transcriptional regulator of arginine metabolism | (RefSeq) argR; l-arginine-responsive arginine metabolism regulon transcriptional regulator,http://www.genome.jp/dbget-bin/www_bget?eco:b3237,l-arginine-responsive arginine metabolism regulon transcriptional regulator,-127.56969439497101,538.0,829.0,1367.0
b2262,menB,-2.0137,DOWN,60.7798234071262,162.26206171543132,GO:0006508//GO:0071704//GO:0044238//GO:0008152//GO:0043170//GO:0019538//GO:0008150,proteolysis//organic substance metabolic process//primary metabolic process//metabolic process//macromolecule metabolic process//protein metabolic process//biological_process,GO:0016021//GO:0016020//GO:0005575//GO:0044425//GO:0031224,integral component of membrane//membrane//cellular_component//membrane part//intrinsic component of membrane,GO:0003674//GO:0003824//GO:0016835//GO:0016836//GO:0016787//GO:0008233//GO:0016829,molecular_function//catalytic activity//carbon-oxygen lyase activity//hydro-lyase activity//hydrolase activity//peptidase activity//lyase activity,K01661 naphthoate synthase [EC:4.1.3.36] | (RefSeq) menB; dihydroxynaphthoic acid synthetase,http://www.genome.jp/dbget-bin/www_bget?eco:b2262,dihydroxynaphthoic acid synthetase,-101.48223830830511,814.0,554.0,1368.0
b3310,rplN,-0.788,DOWN,3469.5615646701535,3954.0992576680733,GO:0008152//GO:0009059//GO:0009987//GO:0034645//GO:0006518//GO:0044271//GO:0009058//GO:0071704//GO:0044238//GO:0044267//GO:0044249//GO:0043603//GO:0034641//GO:1901576//GO:0008150//GO:0043604//GO:0006807//GO:0010467//GO:1901564//GO:0044237//GO:0006412//GO:0044260//GO:0019538//GO:0043170//GO:1901566//GO:0043043,metabolic process//macromolecule biosynthetic process//cellular process//cellular macromolecule biosynthetic process//peptide metabolic process//cellular nitrogen compound biosynthetic process//biosynthetic process//organic substance metabolic process//primary metabolic process//cellular protein metabolic process//cellular biosynthetic process//cellular amide metabolic process//cellular nitrogen compound metabolic process//organic substance biosynthetic process//biological_process//amide biosynthetic process//nitrogen compound metabolic process//gene expression//organonitrogen compound metabolic process//cellular metabolic process//translation//cellular macromolecule metabolic process//protein metabolic process//macromolecule metabolic process//organonitrogen compound biosynthetic process//peptide biosynthetic process,GO:0032991//GO:0043226//GO:0044444//GO:0005622//GO:0005623//GO:0043228//GO:0044424//GO:0043229//GO:0005840//GO:0044464//GO:0005575//GO:0043232//GO:0005737//GO:0030529,macromolecular complex//organelle//cytoplasmic part//intracellular//cell//non-membrane-bounded organelle//intracellular part//intracellular organelle//ribosome//cell part//cellular_component//intracellular non-membrane-bounded organelle//cytoplasm//ribonucleoprotein complex,GO:0003674//GO:0005198//GO:0003735,molecular_function//structural molecule activity//structural constituent of ribosome,K02874 large subunit ribosomal protein L14 | (RefSeq) rplN; 50S ribosomal subunit protein L14,http://www.genome.jp/dbget-bin/www_bget?eco:b3310,50S ribosomal subunit protein L14,-484.53769299791975,29.0,1340.0,1369.0
b3499,rlmJ,-1.9012,DOWN,72.8904235385286,179.91651834106733,GO:0008150//GO:0006807//GO:0006139//GO:0031167//GO:0016070//GO:0000154//GO:0010467//GO:0046483//GO:0044237//GO:0044260//GO:0043170//GO:0034470//GO:0022613//GO:0006725//GO:0043414//GO:0032259//GO:0034660//GO:0008152//GO:0009451//GO:0071840//GO:0009987//GO:0043412//GO:0090304//GO:0044238//GO:0071704//GO:0016072//GO:0044085//GO:0001510//GO:1901360//GO:0042254//GO:0006364//GO:0006396//GO:0070475//GO:0034641,biological_process//nitrogen compound metabolic process//nucleobase-containing compound metabolic process//rRNA methylation//RNA metabolic process//rRNA modification//gene expression//heterocycle metabolic process//cellular metabolic process//cellular macromolecule metabolic process//macromolecule metabolic process//ncRNA processing//ribonucleoprotein complex biogenesis//cellular aromatic compound metabolic process//macromolecule methylation//methylation//ncRNA metabolic process//metabolic process//RNA modification//cellular component organization or biogenesis//cellular process//macromolecule modification//nucleic acid metabolic process//primary metabolic process//organic substance metabolic process//rRNA metabolic process//cellular component biogenesis//RNA methylation//organic cyclic compound metabolic process//ribosome biogenesis//rRNA processing//RNA processing//rRNA base methylation//cellular nitrogen compound metabolic process,--,--,GO:0008649//GO:0008173//GO:0008757//GO:0008168//GO:0003824//GO:0003674//GO:0016741//GO:0016740,"rRNA methyltransferase activity//RNA methyltransferase activity//S-adenosylmethionine-dependent methyltransferase activity//methyltransferase activity//catalytic activity//molecular_function//transferase activity, transferring one-carbon groups//transferase activity","K07115 23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266] | (RefSeq) rlmJ; 23S rRNA m(6)A2030 methyltransferase, SAM-dependent",http://www.genome.jp/dbget-bin/www_bget?eco:b3499,23S rRNA m(6)A2030 methyltransferase%2C SAM-dependent,-107.02609480253874,767.0,602.0,1369.0
b2035,wbbH,-3.1043,DOWN,14.389670008992434,81.10756066073209,--,--,--,--,--,--,K13008 O-antigen polymerase [EC:2.4.1.-] | (RefSeq) wbbH; O-antigen polymerase,http://www.genome.jp/dbget-bin/www_bget?eco:b2035,O-antigen polymerase,-66.71789065173965,1129.0,241.0,1370.0
b1764,selD,-1.2492,DOWN,258.299335156506,408.30760891935466,--,--,--,--,--,--,"K01008 selenide, water dikinase [EC:2.7.9.3] | (RefSeq) selD; selenophosphate synthase",http://www.genome.jp/dbget-bin/www_bget?eco:b1764,selenophosphate synthase,-150.00827376284866,376.0,994.0,1370.0
b0926,ycbK,-1.1483,DOWN,344.6808206128797,504.7940010332827,--,--,--,--,--,--,no KO assigned | (RefSeq) ycbK; M15A protease-related family periplasmic protein,http://www.genome.jp/dbget-bin/www_bget?eco:b0926,M15A protease-related family periplasmic protein,-160.113180420403,319.0,1055.0,1374.0
b0676,nagC,-2.3152,DOWN,37.043905707683635,122.87953493972434,GO:0018130//GO:2000112//GO:0051171//GO:0050794//GO:0060255//GO:0010467//GO:0016070//GO:1903506//GO:0006139//GO:1901576//GO:0051304//GO:0008150//GO:0019222//GO:0006351//GO:0006807//GO:0097659//GO:0006725//GO:0007059//GO:0031326//GO:0043170//GO:0006355//GO:0032774//GO:0044260//GO:0022402//GO:0044699//GO:0010556//GO:0050789//GO:0044237//GO:0046483//GO:2001141//GO:0034654//GO:0090304//GO:0044763//GO:0034645//GO:0044271//GO:0051252//GO:0009059//GO:0009987//GO:0010468//GO:0007049//GO:0019219//GO:0008152//GO:0019438//GO:0009889//GO:0034641//GO:0080090//GO:0044249//GO:0065007//GO:1901362//GO:1901360//GO:0009058//GO:0031323//GO:0044238//GO:0071704,"heterocycle biosynthetic process//regulation of cellular macromolecule biosynthetic process//regulation of nitrogen compound metabolic process//regulation of cellular process//regulation of macromolecule metabolic process//gene expression//RNA metabolic process//regulation of nucleic acid-templated transcription//nucleobase-containing compound metabolic process//organic substance biosynthetic process//chromosome separation//biological_process//regulation of metabolic process//transcription, DNA-templated//nitrogen compound metabolic process//nucleic acid-templated transcription//cellular aromatic compound metabolic process//chromosome segregation//regulation of cellular biosynthetic process//macromolecule metabolic process//regulation of transcription, DNA-templated//RNA biosynthetic process//cellular macromolecule metabolic process//cell cycle process//single-organism process//regulation of macromolecule biosynthetic process//regulation of biological process//cellular metabolic process//heterocycle metabolic process//regulation of RNA biosynthetic process//nucleobase-containing compound biosynthetic process//nucleic acid metabolic process//single-organism cellular process//cellular macromolecule biosynthetic process//cellular nitrogen compound biosynthetic process//regulation of RNA metabolic process//macromolecule biosynthetic process//cellular process//regulation of gene expression//cell cycle//regulation of nucleobase-containing compound metabolic process//metabolic process//aromatic compound biosynthetic process//regulation of biosynthetic process//cellular nitrogen compound metabolic process//regulation of primary metabolic process//cellular biosynthetic process//biological regulation//organic cyclic compound biosynthetic process//organic cyclic compound metabolic process//biosynthetic process//regulation of cellular metabolic process//primary metabolic process//organic substance metabolic process",--,--,GO:0001071//GO:0003700//GO:0097159//GO:0005488//GO:0003674//GO:0003677//GO:0003676//GO:1901363,"nucleic acid binding transcription factor activity//transcription factor activity, sequence-specific DNA binding//organic cyclic compound binding//binding//molecular_function//DNA binding//nucleic acid binding//heterocyclic compound binding",K02565 N-acetylglucosamine repressor | (RefSeq) nagC; N-acetylglucosamine-inducible nag divergent operon transcriptional repressor,http://www.genome.jp/dbget-bin/www_bget?eco:b0676,N-acetylglucosamine-inducible nag divergent operon transcriptional repressor,-85.8356292320407,928.0,448.0,1376.0
b0846,rcdA,-1.3785,DOWN,182.83397948845632,314.54972141710033,--,--,--,--,GO:0005488//GO:0097159//GO:1901363//GO:0003674//GO:0003677//GO:0003676,binding//organic cyclic compound binding//heterocyclic compound binding//molecular_function//DNA binding//nucleic acid binding,no KO assigned | (RefSeq) rcdA; transcriptional regulator of csgD and ybiJI; autoregulator,http://www.genome.jp/dbget-bin/www_bget?eco:b0846,transcriptional regulator of csgD and ybiJI%3B autoregulator,-131.715741928644,493.0,884.0,1377.0
b3611,yibN,-1.6983,DOWN,101.54059992636694,217.870024111366,GO:0006812//GO:0006811//GO:0044699//GO:0044765//GO:1902578//GO:0051234//GO:0051179//GO:0008150//GO:0006810,cation transport//ion transport//single-organism process//single-organism transport//single-organism localization//establishment of localization//localization//biological_process//transport,GO:0016021//GO:0044425//GO:0005575//GO:0016020//GO:0031224,integral component of membrane//membrane part//cellular_component//membrane//intrinsic component of membrane,GO:0022891//GO:0015075//GO:0022857//GO:0003674//GO:0005215//GO:0008324//GO:0022892,substrate-specific transmembrane transporter activity//ion transmembrane transporter activity//transmembrane transporter activity//molecular_function//transporter activity//cation transmembrane transporter activity//substrate-specific transporter activity,no KO assigned | (RefSeq) yibN; putative rhodanese-related sulfurtransferase,http://www.genome.jp/dbget-bin/www_bget?eco:b3611,putative rhodanese-related sulfurtransferase,-116.32942418499907,681.0,697.0,1378.0
b4380,yjjI,-3.8119,DOWN,6.872090509817304,63.53536444787081,GO:0006259//GO:0006139//GO:0006807//GO:0008150//GO:1901576//GO:0006725//GO:0055114//GO:0043170//GO:0044699//GO:0044260//GO:0046483//GO:0044237//GO:0034645//GO:0090304//GO:0009987//GO:0009059//GO:0008152//GO:0044710//GO:0034641//GO:0044249//GO:1901360//GO:0006260//GO:0044238//GO:0071704//GO:0009058,DNA metabolic process//nucleobase-containing compound metabolic process//nitrogen compound metabolic process//biological_process//organic substance biosynthetic process//cellular aromatic compound metabolic process//oxidation-reduction process//macromolecule metabolic process//single-organism process//cellular macromolecule metabolic process//heterocycle metabolic process//cellular metabolic process//cellular macromolecule biosynthetic process//nucleic acid metabolic process//cellular process//macromolecule biosynthetic process//metabolic process//single-organism metabolic process//cellular nitrogen compound metabolic process//cellular biosynthetic process//organic cyclic compound metabolic process//DNA replication//primary metabolic process//organic substance metabolic process//biosynthetic process,--,--,GO:0008998//GO:0016491//GO:0016725//GO:0003824//GO:0003674//GO:0016728,"ribonucleoside-triphosphate reductase activity//oxidoreductase activity//oxidoreductase activity, acting on CH or CH2 groups//catalytic activity//molecular_function//oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor","no KO assigned | (RefSeq) yjjI; DUF3029 family protein, putative glycine radical enzyme",http://www.genome.jp/dbget-bin/www_bget?eco:b4380,DUF3029 family protein%2C putative glycine radical enzyme,-56.66327393805351,1226.0,153.0,1379.0
b0145,dksA,-0.9142,DOWN,1035.8148708541867,1290.15539560498,--,--,--,--,GO:0003674//GO:0046872//GO:0043169//GO:0008270//GO:0046914//GO:0005488//GO:0043167,molecular_function//metal ion binding//cation binding//zinc ion binding//transition metal ion binding//binding//ion binding,K06204 DnaK suppressor protein | (RefSeq) dksA; transcriptional regulator of rRNA transcription; DnaK suppressor protein,http://www.genome.jp/dbget-bin/www_bget?eco:b0145,transcriptional regulator of rRNA transcription%3B DnaK suppressor protein,-254.3405247507933,138.0,1241.0,1379.0
b1664,ydhQ,-1.6024,DOWN,121.08717052295133,242.69814956330802,--,--,--,--,--,--,no KO assigned | (RefSeq) ydhQ; autotransporter adhesin-related protein,http://www.genome.jp/dbget-bin/www_bget?eco:b1664,autotransporter adhesin-related protein,-121.6109790403567,624.0,757.0,1381.0
b1131,purB,-2.3177,DOWN,36.543662693472065,120.25919864390966,GO:0006725//GO:0019693//GO:0009260//GO:1901566//GO:0009156//GO:1901137//GO:0044699//GO:0006163//GO:0046483//GO:0044237//GO:1901135//GO:1901564//GO:0018130//GO:0009165//GO:0006796//GO:0009117//GO:0006139//GO:0006793//GO:0006188//GO:0006807//GO:0019637//GO:0072522//GO:0008150//GO:1901576//GO:0034641//GO:0009126//GO:0046390//GO:0009123//GO:0019438//GO:0009161//GO:0044249//GO:0009150//GO:1901360//GO:1901362//GO:0009168//GO:0044238//GO:0071704//GO:0006164//GO:0009058//GO:0072521//GO:0009167//GO:0044711//GO:1901293//GO:0044281//GO:0044271//GO:0090407//GO:0044763//GO:0034654//GO:0009127//GO:0009987//GO:0046040//GO:0008152//GO:0006753//GO:0044710//GO:0009259//GO:0009124//GO:0055086//GO:0009152,cellular aromatic compound metabolic process//ribose phosphate metabolic process//ribonucleotide biosynthetic process//organonitrogen compound biosynthetic process//ribonucleoside monophosphate biosynthetic process//carbohydrate derivative biosynthetic process//single-organism process//purine nucleotide metabolic process//heterocycle metabolic process//cellular metabolic process//carbohydrate derivative metabolic process//organonitrogen compound metabolic process//heterocycle biosynthetic process//nucleotide biosynthetic process//phosphate-containing compound metabolic process//nucleotide metabolic process//nucleobase-containing compound metabolic process//phosphorus metabolic process//IMP biosynthetic process//nitrogen compound metabolic process//organophosphate metabolic process//purine-containing compound biosynthetic process//biological_process//organic substance biosynthetic process//cellular nitrogen compound metabolic process//purine nucleoside monophosphate metabolic process//ribose phosphate biosynthetic process//nucleoside monophosphate metabolic process//aromatic compound biosynthetic process//ribonucleoside monophosphate metabolic process//cellular biosynthetic process//purine ribonucleotide metabolic process//organic cyclic compound metabolic process//organic cyclic compound biosynthetic process//purine ribonucleoside monophosphate biosynthetic process//primary metabolic process//organic substance metabolic process//purine nucleotide biosynthetic process//biosynthetic process//purine-containing compound metabolic process//purine ribonucleoside monophosphate metabolic process//single-organism biosynthetic process//nucleoside phosphate biosynthetic process//small molecule metabolic process//cellular nitrogen compound biosynthetic process//organophosphate biosynthetic process//single-organism cellular process//nucleobase-containing compound biosynthetic process//purine nucleoside monophosphate biosynthetic process//cellular process//IMP metabolic process//metabolic process//nucleoside phosphate metabolic process//single-organism metabolic process//ribonucleotide metabolic process//nucleoside monophosphate biosynthetic process//nucleobase-containing small molecule metabolic process//purine ribonucleotide biosynthetic process,--,--,GO:0016842//GO:0004018//GO:0016829//GO:0003824//GO:0016840//GO:0003674,"amidine-lyase activity//N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity//lyase activity//catalytic activity//carbon-nitrogen lyase activity//molecular_function",K01756 adenylosuccinate lyase [EC:4.3.2.2] | (RefSeq) purB; adenylosuccinate lyase,http://www.genome.jp/dbget-bin/www_bget?eco:b1131,adenylosuccinate lyase,-83.71553595043758,937.0,444.0,1381.0
b0163,yaeH,-1.0469,DOWN,508.96440260429364,697.7157183853474,--,--,--,--,--,--,no KO assigned | (RefSeq) yaeH; UPF0325 family protein,http://www.genome.jp/dbget-bin/www_bget?eco:b0163,UPF0325 family protein,-188.75131578105373,241.0,1144.0,1385.0
b1748,astC,-1.2955,DOWN,215.40741648401135,348.8922461997113,GO:0008150//GO:0009058//GO:0008152,biological_process//biosynthetic process//metabolic process,--,--,GO:0043167//GO:0030170//GO:0005488//GO:0097159//GO:0008483//GO:0043168//GO:1901363//GO:0048037//GO:0003824//GO:0003674//GO:0016740//GO:0016769,"ion binding//pyridoxal phosphate binding//binding//organic cyclic compound binding//transaminase activity//anion binding//heterocyclic compound binding//cofactor binding//catalytic activity//molecular_function//transferase activity//transferase activity, transferring nitrogenous groups","K00840 succinylornithine aminotransferase [EC:2.6.1.81] | (RefSeq) astC; succinylornithine transaminase, PLP-dependent",http://www.genome.jp/dbget-bin/www_bget?eco:b1748,succinylornithine transaminase%2C PLP-dependent,-133.48482971569993,443.0,943.0,1386.0
b4055,aphA,-1.9529,DOWN,65.01933487324914,167.61691769228233,--,--,--,--,GO:0016791//GO:0003676//GO:0042578//GO:0016788//GO:0003677//GO:0003824//GO:0003674//GO:1901363//GO:0016787//GO:0097159//GO:0005488//GO:0003993,"phosphatase activity//nucleic acid binding//phosphoric ester hydrolase activity//hydrolase activity, acting on ester bonds//DNA binding//catalytic activity//molecular_function//heterocyclic compound binding//hydrolase activity//organic cyclic compound binding//binding//acid phosphatase activity","K03788 acid phosphatase (class B) [EC:3.1.3.2] | (RefSeq) aphA; acid phosphatase/phosphotransferase, class B, non-specific",http://www.genome.jp/dbget-bin/www_bget?eco:b4055,acid phosphatase/phosphotransferase%2C class B%2C non-specific,-102.59758281903319,800.0,587.0,1387.0
b3008,metC,-3.0229,DOWN,14.765705182806201,79.82174716286923,--,--,GO:0005856//GO:0045111//GO:0044430//GO:0044446//GO:0005575//GO:0044464//GO:0043232//GO:0005882//GO:0043226//GO:0043234//GO:0032991//GO:0005623//GO:0005622//GO:0044424//GO:0044422//GO:0043228//GO:0043229,cytoskeleton//intermediate filament cytoskeleton//cytoskeletal part//intracellular organelle part//cellular_component//cell part//intracellular non-membrane-bounded organelle//intermediate filament//organelle//protein complex//macromolecular complex//cell//intracellular//intracellular part//organelle part//non-membrane-bounded organelle//intracellular organelle,GO:0043168//GO:0005200//GO:0043167//GO:0030170//GO:0005488//GO:0097159//GO:0003674//GO:1901363//GO:0048037//GO:0005198,anion binding//structural constituent of cytoskeleton//ion binding//pyridoxal phosphate binding//binding//organic cyclic compound binding//molecular_function//heterocyclic compound binding//cofactor binding//structural molecule activity,"K01760 cystathionine beta-lyase [EC:4.4.1.8] | (RefSeq) metC; cystathionine beta-lyase, PLP-dependent",http://www.genome.jp/dbget-bin/www_bget?eco:b3008,cystathionine beta-lyase%2C PLP-dependent,-65.05604198006303,1135.0,253.0,1388.0
b0929,ompF,-1.1626,DOWN,309.60250735170666,465.83781618295626,GO:0008150//GO:0006810//GO:0051179//GO:0051234,biological_process//transport//localization//establishment of localization,GO:0016020//GO:0005575,membrane//cellular_component,GO:0022829//GO:0015267//GO:0003674//GO:0022857//GO:0015288//GO:0022803//GO:0005215,wide pore channel activity//channel activity//molecular_function//transmembrane transporter activity//porin activity//passive transmembrane transporter activity//transporter activity,K09476 outer membrane pore protein F | (RefSeq) ompF; outer membrane porin 1a (Ia;b;F),http://www.genome.jp/dbget-bin/www_bget?eco:b0929,outer membrane porin 1a (Ia%3Bb%3BF),-156.2353088312496,347.0,1042.0,1389.0
b0197,metQ,-1.6649,DOWN,105.5485553524761,221.8085120023927,GO:0006810//GO:0008150//GO:0051179//GO:0051234,transport//biological_process//localization//establishment of localization,--,--,GO:0003674//GO:0005215,molecular_function//transporter activity,K02073 D-methionine transport system substrate-binding protein | (RefSeq) metQ; DL-methionine transporter subunit,http://www.genome.jp/dbget-bin/www_bget?eco:b0197,DL-methionine transporter subunit,-116.25995664991659,671.0,720.0,1391.0
b1466,narW,-3.979,DOWN,5.479826843410323,57.27594553371373,--,--,--,--,--,--,"K00373 nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW | (RefSeq) narW; nitrate reductase 2 (NRZ), delta subunit (assembly subunit)",http://www.genome.jp/dbget-bin/www_bget?eco:b1466,nitrate reductase 2 (NRZ)%2C delta subunit (assembly subunit),-51.79611869030341,1267.0,124.0,1391.0
b3209,elbB,-2.0326,DOWN,55.455172722712604,150.382958801574,--,--,--,--,--,--,no KO assigned | (RefSeq) elbB; isoprenoid biosynthesis protein with amidotransferase-like domain,http://www.genome.jp/dbget-bin/www_bget?eco:b3209,isoprenoid biosynthesis protein with amidotransferase-like domain,-94.9277860788614,841.0,550.0,1391.0
b2279,nuoK,-3.8365,DOWN,6.387363517860806,59.9703209052166,GO:0009161//GO:0046034//GO:0016310//GO:0006811//GO:0009199//GO:0009150//GO:0009126//GO:0034641//GO:0009123//GO:0042278//GO:0071704//GO:0044238//GO:0009167//GO:0072521//GO:0006091//GO:1901360//GO:0009987//GO:1902578//GO:0042773//GO:0044281//GO:0009141//GO:0044765//GO:0044763//GO:0044710//GO:0009259//GO:0055086//GO:0008152//GO:0022900//GO:0009144//GO:0006753//GO:1901657//GO:0055114//GO:0046128//GO:0006725//GO:0019693//GO:0044237//GO:0046483//GO:0006119//GO:0044699//GO:0009116//GO:0006163//GO:0045333//GO:0022904//GO:0006796//GO:1901135//GO:1901564//GO:0006793//GO:0006807//GO:0019637//GO:0006810//GO:0009119//GO:0008150//GO:0051179//GO:0015980//GO:0006139//GO:0009117//GO:0009205//GO:0051234,ribonucleoside monophosphate metabolic process//ATP metabolic process//phosphorylation//ion transport//ribonucleoside triphosphate metabolic process//purine ribonucleotide metabolic process//purine nucleoside monophosphate metabolic process//cellular nitrogen compound metabolic process//nucleoside monophosphate metabolic process//purine nucleoside metabolic process//organic substance metabolic process//primary metabolic process//purine ribonucleoside monophosphate metabolic process//purine-containing compound metabolic process//generation of precursor metabolites and energy//organic cyclic compound metabolic process//cellular process//single-organism localization//ATP synthesis coupled electron transport//small molecule metabolic process//nucleoside triphosphate metabolic process//single-organism transport//single-organism cellular process//single-organism metabolic process//ribonucleotide metabolic process//nucleobase-containing small molecule metabolic process//metabolic process//electron transport chain//purine nucleoside triphosphate metabolic process//nucleoside phosphate metabolic process//glycosyl compound metabolic process//oxidation-reduction process//purine ribonucleoside metabolic process//cellular aromatic compound metabolic process//ribose phosphate metabolic process//cellular metabolic process//heterocycle metabolic process//oxidative phosphorylation//single-organism process//nucleoside metabolic process//purine nucleotide metabolic process//cellular respiration//respiratory electron transport chain//phosphate-containing compound metabolic process//carbohydrate derivative metabolic process//organonitrogen compound metabolic process//phosphorus metabolic process//nitrogen compound metabolic process//organophosphate metabolic process//transport//ribonucleoside metabolic process//biological_process//localization//energy derivation by oxidation of organic compounds//nucleobase-containing compound metabolic process//nucleotide metabolic process//purine ribonucleoside triphosphate metabolic process//establishment of localization,GO:0016020//GO:0005575,membrane//cellular_component,GO:0022891//GO:0022838//GO:0016651//GO:0003824//GO:0003674//GO:0022857//GO:0015267//GO:0005216//GO:0015075//GO:0022803//GO:0022892//GO:0005215//GO:0016491,"substrate-specific transmembrane transporter activity//substrate-specific channel activity//oxidoreductase activity, acting on NAD(P)H//catalytic activity//molecular_function//transmembrane transporter activity//channel activity//ion channel activity//ion transmembrane transporter activity//passive transmembrane transporter activity//substrate-specific transporter activity//transporter activity//oxidoreductase activity","K00340 NADH-quinone oxidoreductase subunit K [EC:1.6.5.3] | (RefSeq) nuoK; NADH:ubiquinone oxidoreductase, membrane subunit K",http://www.genome.jp/dbget-bin/www_bget?eco:b2279,NADH:ubiquinone oxidoreductase%2C membrane subunit K,-53.5829573873558,1244.0,149.0,1393.0
